SaleID,Data,ProductID,CustomerID,SellerID,Quantidade,PrecoUnitario,DescontoPct,CustoUnitario,Receita,CustoTotal,Lucro,Canal,FormaPagamento,Regiao,Estado
1558,2024-02-09,11,125,12,2,570.53,0.06602071709344706,320.34,1065.73,640.68,425.05,Loja Física,Crédito,Sul,RS
1559,2024-02-09,21,202,4,1,159.07,0.039200846477209325,103.58,152.83,103.58,49.25,E-commerce,Crédito,Nordeste,BA
1560,2024-02-09,35,125,8,1,391.07,0.0022655439187304685,279.36,390.18,279.36,110.82,Loja Física,Crédito,Sul,RS
1561,2024-02-09,22,47,5,1,166.88,0.04016242615900693,133.97,160.18,133.97,26.21,Televendas,Boleto,Centro-Oeste,GO
1562,2024-02-09,19,208,3,1,930.46,0.026450162324514335,597.22,905.85,597.22,308.63,E-commerce,Crédito,Sudeste,ES
1563,2024-02-09,13,58,2,3,1622.46,0.043046530716564634,1224.05,4657.86,3672.15,985.71,Loja Física,Pix,Sudeste,MG
1564,2024-02-09,25,219,10,2,289.15,0.07970044452740739,184.6,532.21,369.2,163.01,Loja Física,Crédito,Norte,AM
1565,2024-02-09,24,72,9,1,113.42,0.05224201238442677,77.63,107.49,77.63,29.86,E-commerce,Crédito,Sudeste,SP
1566,2024-02-09,6,69,14,1,244.57,0.10601312172421506,220.14,218.64,220.14,-1.5,E-commerce,Pix,Centro-Oeste,DF
1567,2024-02-09,4,72,8,1,204.37,0.026131447428375885,143.92,199.03,143.92,55.11,E-commerce,Crédito,Sudeste,SP
1568,2024-02-09,43,48,12,1,365.2,0.0876839098420612,222.3,333.18,222.3,110.88,E-commerce,Crédito,Nordeste,PE
1569,2024-02-09,34,108,5,2,221.57,0.054417953121627755,181.33,419.03,362.66,56.37,E-commerce,Pix,Centro-Oeste,MT
1570,2024-02-09,6,147,11,2,314.01,0.01384936963335033,220.14,619.32,440.28,179.04,E-commerce,Pix,Norte,AM
1571,2024-02-09,57,192,8,1,276.47,0.0,211.34,276.47,211.34,65.13,Loja Física,Crédito,Norte,PA
1572,2024-02-09,21,132,2,1,147.19,0.0283392112724202,103.58,143.02,103.58,39.44,E-commerce,Pix,Sul,SC
1573,2024-02-09,29,52,14,1,2563.1,0.07714183661540638,1736.02,2365.38,1736.02,629.36,E-commerce,Boleto,Nordeste,PE
1574,2024-02-09,34,42,11,1,216.01,0.06481882973193981,181.33,202.01,181.33,20.68,Loja Física,Pix,Norte,AM
1575,2024-02-09,18,77,13,1,4895.33,0.0737979482651589,3306.91,4534.06,3306.91,1227.15,Loja Física,Pix,Sudeste,RJ
1576,2024-02-09,28,192,13,1,1675.9,0.014196597382830342,1292.14,1652.11,1292.14,359.97,Representante,Crédito,Norte,PA
1577,2024-02-09,6,24,3,1,246.73,0.10035459752219626,220.14,221.97,220.14,1.83,Loja Física,Débito,Norte,PA
1578,2024-02-09,29,152,5,1,2921.9,0.04410346643819435,1736.02,2793.03,1736.02,1057.01,E-commerce,Crédito,Norte,AM
1579,2024-02-09,26,14,7,2,768.81,0.05250642611932878,580.32,1456.89,1160.64,296.25,E-commerce,Pix,Sul,SC
1580,2024-02-09,18,215,12,1,4493.3,0.02921675769114481,3306.91,4362.02,3306.91,1055.11,Loja Física,Pix,Sul,RS
1581,2024-02-09,47,35,7,1,222.43,0.019995709684982453,162.51,217.98,162.51,55.47,Loja Física,Crédito,Nordeste,PE
1582,2024-02-09,41,131,5,1,5540.41,0.034795476401292616,3742.16,5347.63,3742.16,1605.47,Representante,Crédito,Centro-Oeste,DF
1583,2024-02-09,6,123,10,1,265.12,0.0221277683593398,220.14,259.25,220.14,39.11,Representante,Pix,Sudeste,ES
1584,2024-02-10,8,153,8,1,247.26,0.07324291865498417,159.8,229.15,159.8,69.35,Loja Física,Crédito,Sul,SC
1585,2024-02-10,36,128,11,1,656.08,0.026349618607636693,390.97,638.79,390.97,247.82,Loja Física,Crédito,Nordeste,BA
1586,2024-02-10,45,105,12,1,2338.23,0.011268159875127155,1511.91,2311.88,1511.91,799.97,Loja Física,Pix,Nordeste,PE
1587,2024-02-10,46,142,8,1,118.22,0.0611590171957037,90.49,110.99,90.49,20.5,Loja Física,Crédito,Sul,RS
1588,2024-02-10,15,88,1,1,4074.64,0.02828783902143758,2202.26,3959.38,2202.26,1757.12,Representante,Crédito,Sul,PR
1589,2024-02-10,56,15,9,1,105.58,0.039463609900479264,63.89,101.41,63.89,37.52,Representante,Débito,Sudeste,ES
1590,2024-02-10,29,215,13,2,3043.1,0.017395014099911274,1736.02,5980.33,3472.04,2508.29,Televendas,Débito,Sul,RS
1591,2024-02-10,59,53,7,1,5124.66,0.032015152739599685,2982.45,4960.59,2982.45,1978.14,Televendas,Crédito,Sul,SC
1592,2024-02-10,55,44,2,1,590.46,0.05352912044728528,318.14,558.85,318.14,240.71,Televendas,Débito,Sul,RS
1593,2024-02-10,22,97,10,1,173.84,0.07830579134274293,133.97,160.23,133.97,26.26,Loja Física,Pix,Sudeste,MG
1594,2024-02-10,15,164,13,1,4011.98,0.019396412493676615,2202.26,3934.16,2202.26,1731.9,E-commerce,Boleto,Sul,PR
1595,2024-02-10,41,206,10,1,5201.54,0.03536100855179507,3742.16,5017.61,3742.16,1275.45,E-commerce,Pix,Sudeste,ES
1596,2024-02-10,40,126,11,1,698.3,0.0,424.92,698.3,424.92,273.38,Loja Física,Crédito,Norte,PA
1597,2024-02-10,33,135,1,1,258.37,0.01609701283846255,198.02,254.21,198.02,56.19,E-commerce,Crédito,Nordeste,PE
1598,2024-02-10,54,208,10,1,1338.71,0.04351237301857981,932.33,1280.46,932.33,348.13,Representante,Pix,Sudeste,ES
1599,2024-02-10,17,117,12,2,182.22,0.048244681900576805,151.37,346.86,302.74,44.12,Loja Física,Crédito,Centro-Oeste,MT
1600,2024-02-10,50,139,8,2,161.52,0.0,96.08,323.04,192.16,130.88,Representante,Débito,Sul,PR
1601,2024-02-10,35,148,5,1,381.28,0.0789230057750612,279.36,351.19,279.36,71.83,E-commerce,Débito,Centro-Oeste,DF
1602,2024-02-10,37,134,7,1,410.46,0.02212907360253625,310.29,401.38,310.29,91.09,Televendas,Débito,Sul,PR
1603,2024-02-10,4,21,5,1,203.91,0.035695091867711366,143.92,196.63,143.92,52.71,Loja Física,Crédito,Sudeste,ES
1604,2024-02-10,57,42,12,1,279.75,0.05001865358391337,211.34,265.76,211.34,54.42,Loja Física,Débito,Norte,AM
1605,2024-02-11,5,30,8,1,3369.42,0.0,2401.6,3369.42,2401.6,967.82,Representante,Crédito,Nordeste,PE
1606,2024-02-11,52,143,14,2,351.87,0.03747563468064319,239.93,677.37,479.86,197.51,Loja Física,Pix,Nordeste,PE
1607,2024-02-11,49,21,14,5,976.82,0.047339733450692506,727.8,4652.89,3639.0,1013.89,E-commerce,Pix,Sudeste,ES
1608,2024-02-11,4,27,7,2,196.89,0.08663836895415775,143.92,359.66,287.84,71.82,Loja Física,Crédito,Sul,RS
1609,2024-02-11,43,43,7,1,310.19,0.02739203769614542,222.3,301.69,222.3,79.39,E-commerce,Crédito,Sul,RS
1610,2024-02-11,41,220,9,1,4983.3,0.01155622189136745,3742.16,4925.71,3742.16,1183.55,E-commerce,Pix,Sul,RS
1611,2024-02-11,3,149,6,1,70.02,0.05949072650977693,42.48,65.85,42.48,23.37,E-commerce,Crédito,Centro-Oeste,GO
1612,2024-02-11,20,156,10,1,5355.91,0.023662874201447526,3682.39,5229.17,3682.39,1546.78,E-commerce,Crédito,Centro-Oeste,DF
1613,2024-02-11,31,49,1,1,248.29,0.03984028561133797,150.28,238.4,150.28,88.12,E-commerce,Crédito,Nordeste,BA
1614,2024-02-11,5,15,3,2,3302.89,0.02976708902331694,2401.6,6409.15,4803.2,1605.95,Loja Física,Crédito,Sudeste,ES
1615,2024-02-11,31,45,11,1,225.11,0.045983919503043355,150.28,214.76,150.28,64.48,Representante,Pix,Centro-Oeste,MT
1616,2024-02-11,47,26,5,1,234.96,0.030670494047771748,162.51,227.75,162.51,65.24,E-commerce,Débito,Centro-Oeste,DF
1617,2024-02-11,44,217,6,1,236.92,0.05398596460491713,161.02,224.13,161.02,63.11,Loja Física,Débito,Norte,AM
1618,2024-02-11,20,105,7,2,5981.39,0.030175768852641435,3682.39,11601.79,7364.78,4237.01,Loja Física,Pix,Nordeste,PE
1619,2024-02-11,52,60,2,1,327.58,0.013821952965900365,239.93,323.05,239.93,83.12,Televendas,Crédito,Sudeste,ES
1620,2024-02-11,8,19,6,1,242.11,0.01604341423492204,159.8,238.23,159.8,78.43,Televendas,Pix,Nordeste,BA
1621,2024-02-11,43,128,3,3,373.51,0.03025475813261902,222.3,1086.63,666.9,419.73,E-commerce,Crédito,Nordeste,BA
1622,2024-02-11,26,24,13,1,878.85,0.11672608304626489,580.32,776.27,580.32,195.95,Televendas,Crédito,Norte,PA
1623,2024-02-11,49,98,8,1,1125.19,0.0203066548253312,727.8,1102.34,727.8,374.54,E-commerce,Crédito,Sul,PR
1624,2024-02-11,12,149,11,1,3814.52,0.09144024493882755,2447.44,3465.72,2447.44,1018.28,E-commerce,Crédito,Centro-Oeste,GO
1625,2024-02-11,34,162,9,1,220.96,0.033570583394409555,181.33,213.54,181.33,32.21,Loja Física,Crédito,Nordeste,CE
1626,2024-02-11,16,10,13,1,199.64,0.009460287492160636,114.99,197.75,114.99,82.76,Loja Física,Crédito,Nordeste,CE
1627,2024-02-11,18,46,3,3,4394.98,0.007470537505068847,3306.91,13086.44,9920.73,3165.71,Televendas,Boleto,Sul,PR
1628,2024-02-11,2,67,7,1,1076.6,0.02983795171983634,652.08,1044.48,652.08,392.4,E-commerce,Crédito,Centro-Oeste,GO
1629,2024-02-11,17,156,3,1,196.73,0.006467101121998938,151.37,195.46,151.37,44.09,E-commerce,Crédito,Centro-Oeste,DF
1630,2024-02-11,54,50,12,1,1159.95,0.050969926629775876,932.33,1100.83,932.33,168.5,E-commerce,Crédito,Sul,PR
1631,2024-02-11,39,34,1,1,3528.17,0.07673040312077964,2168.19,3257.45,2168.19,1089.26,Loja Física,Pix,Centro-Oeste,MT
1632,2024-02-11,59,156,10,1,4819.53,0.026613467963320793,2982.45,4691.27,2982.45,1708.82,Loja Física,Pix,Centro-Oeste,DF
1633,2024-02-11,8,212,12,1,250.16,0.06490267606856158,159.8,233.92,159.8,74.12,Loja Física,Pix,Sudeste,MG
1634,2024-02-11,22,108,5,2,176.5,0.0667484378674269,133.97,329.44,267.94,61.5,E-commerce,Crédito,Centro-Oeste,MT
1635,2024-02-11,43,168,5,1,372.72,0.005008881945210392,222.3,370.85,222.3,148.55,Loja Física,Pix,Centro-Oeste,DF
1636,2024-02-11,53,106,3,2,4712.54,0.03513501597323575,2585.66,9093.93,5171.32,3922.61,E-commerce,Crédito,Sudeste,MG
1637,2024-02-11,37,112,9,2,440.15,0.05104213644949271,310.29,835.37,620.58,214.79,Representante,Crédito,Centro-Oeste,MT
1638,2024-02-12,49,152,8,1,1031.96,0.025037311934772984,727.8,1006.12,727.8,278.32,Televendas,Crédito,Norte,AM
1639,2024-02-12,10,200,4,1,1575.36,0.054204924400045866,983.95,1489.97,983.95,506.02,Loja Física,Crédito,Nordeste,BA
1640,2024-02-12,57,43,8,1,267.56,0.02001675808229128,211.34,262.2,211.34,50.86,E-commerce,Pix,Sul,RS
1641,2024-02-12,46,15,2,1,124.91,0.0229367208201885,90.49,122.04,90.49,31.55,Televendas,Crédito,Sudeste,ES
1642,2024-02-12,36,195,5,1,660.98,0.013220631207116449,390.97,652.24,390.97,261.27,E-commerce,Crédito,Nordeste,PE
1643,2024-02-12,37,192,6,1,400.68,0.05116260197464738,310.29,380.18,310.29,69.89,Representante,Boleto,Norte,PA
1644,2024-02-12,3,164,6,1,71.95,0.000509946259035287,42.48,71.91,42.48,29.43,Representante,Débito,Sul,PR
1645,2024-02-12,47,21,14,1,243.49,0.04191862694078333,162.51,233.28,162.51,70.77,Representante,Crédito,Sudeste,ES
1646,2024-02-12,13,85,14,1,1585.64,0.02977132166735245,1224.05,1538.43,1224.05,314.38,Representante,Crédito,Norte,AM
1647,2024-02-12,55,6,5,1,547.83,0.018428524112522632,318.14,537.73,318.14,219.59,Loja Física,Débito,Norte,AM
1648,2024-02-12,14,172,10,2,79.3,0.07017994078194459,56.94,147.47,113.88,33.59,E-commerce,Crédito,Nordeste,PE
1649,2024-02-12,29,19,8,1,2878.19,0.027200325942477295,1736.02,2799.9,1736.02,1063.88,Loja Física,Crédito,Nordeste,BA
1650,2024-02-12,35,96,10,2,340.2,0.06428328714831114,279.36,636.66,558.72,77.94,E-commerce,Pix,Sudeste,SP
1651,2024-02-12,48,120,2,1,4475.77,0.07882303834734274,3254.06,4122.98,3254.06,868.92,Loja Física,Boleto,Sul,SC
1652,2024-02-12,29,211,12,1,2941.26,0.029806711573733054,1736.02,2853.59,1736.02,1117.57,Representante,Crédito,Sudeste,ES
1653,2024-02-12,46,200,8,1,125.13,0.019826460214747186,90.49,122.65,90.49,32.16,Loja Física,Débito,Nordeste,BA
1654,2024-02-12,34,124,13,1,220.05,0.0973823447396666,181.33,198.62,181.33,17.29,Loja Física,Crédito,Centro-Oeste,MT
1655,2024-02-12,20,111,4,1,5053.77,0.025182428108533494,3682.39,4926.5,3682.39,1244.11,E-commerce,Débito,Centro-Oeste,DF
1656,2024-02-12,24,214,6,1,121.08,0.0033676376757712824,77.63,120.67,77.63,43.04,Loja Física,Pix,Sul,SC
1657,2024-02-12,45,61,6,2,2173.23,0.03251992308607019,1511.91,4205.11,3023.82,1181.29,Representante,Crédito,Norte,AM
1658,2024-02-12,56,27,6,1,125.55,0.08194311574172496,63.89,115.26,63.89,51.37,E-commerce,Crédito,Sul,RS
1659,2024-02-12,30,49,9,1,482.22,0.04177822235150849,312.5,462.07,312.5,149.57,E-commerce,Crédito,Nordeste,BA
1660,2024-02-12,25,194,4,1,313.24,0.04074957409212857,184.6,300.48,184.6,115.88,Loja Física,Débito,Centro-Oeste,DF
1661,2024-02-12,57,32,5,1,273.47,0.09828374051960118,211.34,246.59,211.34,35.25,Representante,Crédito,Nordeste,BA
1662,2024-02-12,17,9,8,1,188.92,0.022353161180486934,151.37,184.7,151.37,33.33,E-commerce,Crédito,Nordeste,CE
1663,2024-02-12,19,191,12,1,941.83,0.024502886455749526,597.22,918.75,597.22,321.53,Loja Física,Crédito,Nordeste,PE
1664,2024-02-12,26,46,6,2,816.76,0.040490375850439124,580.32,1567.38,1160.64,406.74,Loja Física,Crédito,Sul,PR
1665,2024-02-12,8,3,12,1,278.71,0.07530469297122366,159.8,257.72,159.8,97.92,Loja Física,Pix,Sudeste,ES
1666,2024-02-12,13,76,2,1,1612.92,0.016565584214838454,1224.05,1586.2,1224.05,362.15,E-commerce,Crédito,Norte,AM
1667,2024-02-12,31,141,14,1,235.95,0.07877541249596046,150.28,217.36,150.28,67.08,E-commerce,Pix,Centro-Oeste,GO
1668,2024-02-12,15,16,12,1,4143.86,0.051472438878151436,2202.26,3930.57,2202.26,1728.31,Representante,Crédito,Nordeste,BA
1669,2024-02-12,15,4,8,1,3644.92,0.042452319567211204,2202.26,3490.18,2202.26,1287.92,Loja Física,Pix,Sul,RS
1670,2024-02-12,56,32,12,1,105.53,0.013206166792775049,63.89,104.14,63.89,40.25,E-commerce,Débito,Nordeste,BA
1671,2024-02-12,14,161,7,1,79.31,0.020639794299940013,56.94,77.67,56.94,20.73,Loja Física,Crédito,Norte,AM
1672,2024-02-12,59,132,4,1,5321.99,0.03182516893606005,2982.45,5152.62,2982.45,2170.17,E-commerce,Crédito,Sul,SC
1673,2024-02-12,29,136,12,1,2974.35,0.03651091630644144,1736.02,2865.75,1736.02,1129.73,E-commerce,Crédito,Norte,PA
1674,2024-02-12,42,128,8,2,360.93,0.043196565954622956,187.46,690.68,374.92,315.76,Televendas,Crédito,Nordeste,BA
1675,2024-02-12,44,89,11,1,222.47,0.08636136325722495,161.02,203.26,161.02,42.24,Loja Física,Débito,Sudeste,ES
1676,2024-02-12,49,87,14,1,1017.28,0.019362444994213426,727.8,997.58,727.8,269.78,Loja Física,Crédito,Centro-Oeste,GO
1677,2024-02-12,34,134,6,1,231.49,0.034859127042627024,181.33,223.42,181.33,42.09,Televendas,Pix,Sul,PR
1678,2024-02-12,8,104,1,1,231.41,0.014348172749037335,159.8,228.09,159.8,68.29,Loja Física,Pix,Norte,PA
1679,2024-02-12,35,174,6,1,332.68,0.03598414507020156,279.36,320.71,279.36,41.35,E-commerce,Pix,Norte,PA
1680,2024-02-12,5,95,13,1,2980.34,0.04112618024072985,2401.6,2857.77,2401.6,456.17,Representante,Pix,Norte,PA
1681,2024-02-12,29,87,8,1,2974.79,0.036420532844950865,1736.02,2866.45,1736.02,1130.43,E-commerce,Pix,Centro-Oeste,GO
1682,2024-02-12,34,170,6,2,256.82,0.08649316471005036,181.33,469.21,362.66,106.55,E-commerce,Pix,Centro-Oeste,MT
1683,2024-02-12,60,15,11,1,455.69,0.024843412467279353,311.51,444.37,311.51,132.86,Loja Física,Crédito,Sudeste,ES
1684,2024-02-12,49,213,9,1,1060.67,0.03234248432299702,727.8,1026.37,727.8,298.57,Loja Física,Pix,Sudeste,RJ
1685,2024-02-12,49,68,13,1,1009.26,0.01658601857705043,727.8,992.52,727.8,264.72,E-commerce,Pix,Sul,PR
1686,2024-02-12,33,100,12,1,265.02,0.053598842600769275,198.02,250.82,198.02,52.8,Loja Física,Crédito,Sul,RS
1687,2024-02-12,43,201,9,1,399.01,0.042402355891010365,222.3,382.09,222.3,159.79,Representante,Débito,Centro-Oeste,GO
1688,2024-02-12,12,124,14,2,3844.79,0.11940275964924957,2447.44,6771.42,4894.88,1876.54,Representante,Crédito,Centro-Oeste,MT
1689,2024-02-13,4,87,12,1,173.5,0.03112838906547608,143.92,168.1,143.92,24.18,E-commerce,Crédito,Centro-Oeste,GO
1690,2024-02-13,17,168,13,1,201.84,0.008231359531792045,151.37,200.18,151.37,48.81,E-commerce,Crédito,Centro-Oeste,DF
1691,2024-02-13,15,34,6,1,4080.16,0.025679335033786214,2202.26,3975.38,2202.26,1773.12,Loja Física,Boleto,Centro-Oeste,MT
1692,2024-02-13,59,69,7,1,4976.02,0.09551639212550136,2982.45,4500.73,2982.45,1518.28,Representante,Pix,Centro-Oeste,DF
1693,2024-02-13,19,129,13,1,1075.66,0.10670572661398776,597.22,960.88,597.22,363.66,Televendas,Crédito,Norte,PA
1694,2024-02-13,30,110,3,1,513.79,0.07224740334673507,312.5,476.67,312.5,164.17,Loja Física,Débito,Sudeste,ES
1695,2024-02-13,23,68,4,1,600.15,0.05168276349174461,428.91,569.13,428.91,140.22,E-commerce,Pix,Sul,PR
1696,2024-02-13,56,166,14,6,96.09,0.061655946397367274,63.89,540.99,383.34,157.65,Loja Física,Pix,Nordeste,CE
1697,2024-02-13,26,154,6,1,781.07,0.07166245565884022,580.32,725.1,580.32,144.78,Representante,Crédito,Sudeste,RJ
1698,2024-02-13,50,208,6,2,158.12,0.04374476900790577,96.08,302.41,192.16,110.25,Televendas,Crédito,Sudeste,ES
1699,2024-02-13,32,158,8,1,1219.9,0.0,874.92,1219.9,874.92,344.98,Loja Física,Crédito,Nordeste,PE
1700,2024-02-13,9,195,6,1,2496.7,0.03182602342119337,1643.53,2417.24,1643.53,773.71,E-commerce,Crédito,Nordeste,PE
1701,2024-02-13,34,8,10,1,249.15,0.02664682034741792,181.33,242.51,181.33,61.18,Televendas,Crédito,Sudeste,RJ
1702,2024-02-13,23,62,14,1,580.36,0.057061383203328146,428.91,547.24,428.91,118.33,Representante,Pix,Nordeste,CE
1703,2024-02-13,16,104,7,2,197.63,0.026791018863793554,114.99,384.67,229.98,154.69,Loja Física,Débito,Norte,PA
1704,2024-02-13,59,9,2,1,4705.17,0.030723377597269244,2982.45,4560.61,2982.45,1578.16,Loja Física,Boleto,Nordeste,CE
1705,2024-02-13,51,64,8,1,97.04,0.04482147561364572,66.09,92.69,66.09,26.6,E-commerce,Crédito,Centro-Oeste,DF
1706,2024-02-13,33,121,13,1,253.53,0.052747943326406095,198.02,240.16,198.02,42.14,E-commerce,Débito,Sul,RS
1707,2024-02-13,1,47,10,1,2782.52,0.05712975777549552,2066.57,2623.56,2066.57,556.99,E-commerce,Crédito,Centro-Oeste,GO
1708,2024-02-13,60,96,3,1,434.61,0.027680058553569326,311.51,422.58,311.51,111.07,E-commerce,Débito,Sudeste,SP
1709,2024-02-13,54,138,8,2,1251.84,0.009547500282571952,932.33,2479.78,1864.66,615.12,Representante,Crédito,Sul,PR
1710,2024-02-13,57,128,7,1,283.21,0.0610533688884221,211.34,265.92,211.34,54.58,Loja Física,Boleto,Nordeste,BA
1711,2024-02-13,31,99,7,1,237.19,0.015513949315846664,150.28,233.51,150.28,83.23,Loja Física,Crédito,Nordeste,BA
1712,2024-02-13,17,109,1,1,172.21,0.04897235384211447,151.37,163.78,151.37,12.41,Televendas,Crédito,Sudeste,SP
1713,2024-02-13,50,93,12,1,146.72,0.05113180653562903,96.08,139.22,96.08,43.14,Televendas,Pix,Norte,AM
1714,2024-02-13,48,88,14,1,5041.56,0.07111442659396502,3254.06,4683.03,3254.06,1428.97,Loja Física,Pix,Sul,PR
1715,2024-02-13,47,2,13,1,245.97,0.0859575238204769,162.51,224.83,162.51,62.32,E-commerce,Crédito,Centro-Oeste,MT
1716,2024-02-13,1,166,13,1,2892.98,0.09536862139980846,2066.57,2617.08,2066.57,550.51,E-commerce,Crédito,Nordeste,CE
1717,2024-02-13,55,148,1,1,563.63,0.11347053683435185,318.14,499.67,318.14,181.53,Loja Física,Crédito,Centro-Oeste,DF
1718,2024-02-13,52,138,14,1,351.75,0.05877051550785707,239.93,331.08,239.93,91.15,E-commerce,Pix,Sul,PR
1719,2024-02-13,48,29,11,1,4457.67,0.021860512672532577,3254.06,4360.22,3254.06,1106.16,E-commerce,Crédito,Sudeste,ES
1720,2024-02-13,5,202,2,1,3082.02,0.0670519493694924,2401.6,2875.36,2401.6,473.76,Loja Física,Crédito,Nordeste,BA
1721,2024-02-13,41,125,2,1,5236.89,0.12235362258416095,3742.16,4596.14,3742.16,853.98,E-commerce,Crédito,Sul,RS
1722,2024-02-13,42,20,1,1,352.56,0.033963748130959245,187.46,340.59,187.46,153.13,E-commerce,Débito,Nordeste,BA
1723,2024-02-13,47,5,9,1,246.83,0.02611640525474271,162.51,240.38,162.51,77.87,E-commerce,Crédito,Centro-Oeste,DF
1724,2024-02-13,18,206,3,1,4391.98,0.0,3306.91,4391.98,3306.91,1085.07,Loja Física,Débito,Sudeste,ES
1725,2024-02-13,42,209,11,1,312.71,0.030061367471957465,187.46,303.31,187.46,115.85,Loja Física,Crédito,Sul,SC
1726,2024-02-13,7,133,8,1,5087.39,0.042946302020088374,3103.15,4868.91,3103.15,1765.76,Representante,Crédito,Sudeste,RJ
1727,2024-02-13,3,165,10,1,70.42,0.0717464095810285,42.48,65.37,42.48,22.89,Loja Física,Boleto,Sul,RS
1728,2024-02-13,56,34,9,1,112.9,0.09639543574625195,63.89,102.02,63.89,38.13,E-commerce,Crédito,Centro-Oeste,MT
1729,2024-02-13,31,143,7,1,243.75,0.05140243857053199,150.28,231.22,150.28,80.94,Representante,Débito,Nordeste,PE
1730,2024-02-13,49,110,2,1,1095.19,0.09315434051947899,727.8,993.17,727.8,265.37,Representante,Pix,Sudeste,ES
1731,2024-02-13,54,69,10,3,1250.66,0.06686751858400591,932.33,3501.09,2796.99,704.1,Televendas,Boleto,Centro-Oeste,DF
1732,2024-02-14,40,182,13,1,630.98,0.09423180214941396,424.92,571.52,424.92,146.6,Loja Física,Débito,Sudeste,ES
1733,2024-02-14,13,56,4,2,1624.3,0.044150847018683374,1224.05,3105.17,2448.1,657.07,E-commerce,Crédito,Sudeste,MG
1734,2024-02-14,6,140,11,1,260.21,0.028655393856077373,220.14,252.75,220.14,32.61,Loja Física,Crédito,Nordeste,CE
1735,2024-02-14,28,151,3,1,1647.54,0.049552622762433204,1292.14,1565.9,1292.14,273.76,Loja Física,Débito,Sudeste,RJ
1736,2024-02-14,11,96,12,1,539.83,0.029156221676608442,320.34,524.09,320.34,203.75,Televendas,Débito,Sudeste,SP
1737,2024-02-14,22,35,6,1,169.18,0.0,133.97,169.18,133.97,35.21,E-commerce,Crédito,Nordeste,PE
1738,2024-02-14,46,37,5,1,121.7,0.05320588259840087,90.49,115.22,90.49,24.73,E-commerce,Boleto,Norte,PA
1739,2024-02-14,23,111,12,1,621.08,0.04441982144905931,428.91,593.49,428.91,164.58,E-commerce,Crédito,Centro-Oeste,DF
1740,2024-02-14,38,83,11,1,604.56,0.008530785105946095,446.28,599.4,446.28,153.12,E-commerce,Crédito,Nordeste,PE
1741,2024-02-14,15,187,3,1,4049.19,0.016834797145535402,2202.26,3981.02,2202.26,1778.76,Loja Física,Crédito,Norte,AM
1742,2024-02-14,19,11,5,3,973.25,0.06618448142195729,597.22,2726.51,1791.66,934.85,Representante,Pix,Sudeste,RJ
1743,2024-02-14,8,69,7,1,291.78,0.06411875485927956,159.8,273.07,159.8,113.27,Televendas,Débito,Centro-Oeste,DF
1744,2024-02-14,41,132,4,1,5312.42,0.049565879379239154,3742.16,5049.11,3742.16,1306.95,Loja Física,Boleto,Sul,SC
1745,2024-02-14,37,62,9,3,422.13,0.05022970371152417,310.29,1202.78,930.87,271.91,E-commerce,Pix,Nordeste,CE
1746,2024-02-14,4,44,8,1,188.49,0.0,143.92,188.49,143.92,44.57,E-commerce,Pix,Sul,RS
1747,2024-02-14,46,210,1,1,126.05,0.03602814139562235,90.49,121.51,90.49,31.02,Loja Física,Pix,Sudeste,RJ
1748,2024-02-14,48,204,4,1,4636.44,0.09627149217693613,3254.06,4190.08,3254.06,936.02,Representante,Crédito,Sul,PR
1749,2024-02-14,27,72,8,1,1669.91,0.017973990709765346,1324.8,1639.9,1324.8,315.1,Loja Física,Boleto,Sudeste,SP
1750,2024-02-14,12,22,1,1,3621.09,0.004330478587309332,2447.44,3605.41,2447.44,1157.97,E-commerce,Crédito,Centro-Oeste,DF
1751,2024-02-14,32,139,1,1,1293.61,0.0325291843812138,874.92,1251.53,874.92,376.61,E-commerce,Pix,Sul,PR
1752,2024-02-14,56,63,1,3,99.89,0.015197327900204338,63.89,295.12,191.67,103.45,E-commerce,Crédito,Nordeste,CE
1753,2024-02-14,27,86,2,5,1631.16,0.04860379219644626,1324.8,7759.4,6624.0,1135.4,Representante,Crédito,Sudeste,RJ
1754,2024-02-14,16,70,3,1,206.38,0.01889439006189341,114.99,202.48,114.99,87.49,Televendas,Crédito,Nordeste,BA
1755,2024-02-14,47,47,1,1,224.31,0.07996934648274083,162.51,206.37,162.51,43.86,Televendas,Boleto,Centro-Oeste,GO
1756,2024-02-14,5,96,12,4,3225.37,0.0,2401.6,12901.48,9606.4,3295.08,Televendas,Débito,Sudeste,SP
1757,2024-02-14,4,56,13,2,161.6,0.018942142571265874,143.92,317.08,287.84,29.24,E-commerce,Crédito,Sudeste,MG
1758,2024-02-14,48,171,11,1,4940.49,0.048024135609846155,3254.06,4703.23,3254.06,1449.17,Televendas,Boleto,Centro-Oeste,DF
1759,2024-02-14,16,51,11,1,191.14,0.036282589929013315,114.99,184.2,114.99,69.21,Loja Física,Débito,Sudeste,SP
1760,2024-02-14,28,53,10,1,1532.66,0.036635434102181966,1292.14,1476.51,1292.14,184.37,E-commerce,Crédito,Sul,SC
1761,2024-02-14,58,177,10,1,1085.54,0.05413174839608417,848.57,1026.78,848.57,178.21,Loja Física,Pix,Sudeste,MG
1762,2024-02-14,24,24,12,1,117.89,0.09065297752963729,77.63,107.2,77.63,29.57,Loja Física,Crédito,Norte,PA
